wind speed (m/s);significant wave height (m)
9.450000000000001;6.7
9.5;6.7
9.55;6.7
9.600000000000001;6.7
9.600000000000001;6.75
9.65;6.75
9.700000000000001;6.75
9.75;6.75
9.8;6.75
9.850000000000001;6.75
9.850000000000001;6.800000000000001
9.9;6.800000000000001
9.950000000000001;6.800000000000001
10.0;6.800000000000001
10.05;6.800000000000001
10.100000000000001;6.800000000000001
10.100000000000001;6.8500000000000005
10.15;6.8500000000000005
10.200000000000001;6.8500000000000005
10.25;6.8500000000000005
10.3;6.8500000000000005
10.350000000000001;6.8500000000000005
10.350000000000001;6.9
10.4;6.9
10.450000000000001;6.9
10.5;6.9
10.55;6.9
10.55;6.95
10.600000000000001;6.95
10.65;6.95
10.700000000000001;6.95
10.75;6.95
10.75;7.0
10.8;7.0
10.850000000000001;7.0
10.9;7.0
10.950000000000001;7.0
11.0;7.0
11.0;7.050000000000001
11.05;7.050000000000001
11.100000000000001;7.050000000000001
11.15;7.050000000000001
11.15;7.1000000000000005
11.200000000000001;7.1000000000000005
11.25;7.1000000000000005
11.3;7.1000000000000005
11.350000000000001;7.1000000000000005
11.350000000000001;7.15
11.4;7.15
11.450000000000001;7.15
11.5;7.15
11.55;7.15
11.55;7.2
11.600000000000001;7.2
11.65;7.2
11.700000000000001;7.2
11.75;7.2
11.75;7.25
11.8;7.25
11.850000000000001;7.25
11.9;7.25
11.9;7.300000000000001
11.950000000000001;7.300000000000001
12.0;7.300000000000001
12.05;7.300000000000001
12.05;7.3500000000000005
12.100000000000001;7.3500000000000005
12.15;7.3500000000000005
12.200000000000001;7.3500000000000005
12.25;7.3500000000000005
12.25;7.4
12.3;7.4
12.350000000000001;7.4
12.4;7.4
12.4;7.45
12.450000000000001;7.45
12.5;7.45
12.55;7.45
12.55;7.5
12.600000000000001;7.5
12.65;7.5
12.700000000000001;7.5
12.700000000000001;7.550000000000001
12.75;7.550000000000001
12.8;7.550000000000001
12.850000000000001;7.550000000000001
12.850000000000001;7.6000000000000005
12.9;7.6000000000000005
12.950000000000001;7.6000000000000005
13.0;7.6000000000000005
13.0;7.65
13.05;7.65
13.100000000000001;7.65
13.15;7.65
13.15;7.7
13.200000000000001;7.7
13.25;7.7
13.3;7.7
13.3;7.75
13.350000000000001;7.75
13.4;7.75
13.4;7.800000000000001
13.450000000000001;7.800000000000001
13.5;7.800000000000001
13.55;7.800000000000001
13.55;7.8500000000000005
13.600000000000001;7.8500000000000005
13.65;7.8500000000000005
13.700000000000001;7.8500000000000005
13.700000000000001;7.9
13.75;7.9
13.8;7.9
13.850000000000001;7.9
13.850000000000001;7.95
13.9;7.95
13.950000000000001;7.95
13.950000000000001;8.0
14.0;8.0
14.05;8.0
14.100000000000001;8.0
14.100000000000001;8.05
14.15;8.05
14.200000000000001;8.05
14.200000000000001;8.1
14.25;8.1
14.3;8.1
14.350000000000001;8.1
14.350000000000001;8.15
14.4;8.15
14.450000000000001;8.15
14.450000000000001;8.200000000000001
14.5;8.200000000000001
14.55;8.200000000000001
14.600000000000001;8.200000000000001
14.600000000000001;8.25
14.65;8.25
14.700000000000001;8.25
14.700000000000001;8.3
14.75;8.3
14.8;8.3
14.850000000000001;8.3
14.850000000000001;8.35
14.9;8.35
14.950000000000001;8.35
14.950000000000001;8.4
15.0;8.4
15.05;8.4
15.100000000000001;8.4
15.100000000000001;8.450000000000001
15.15;8.450000000000001
15.200000000000001;8.450000000000001
15.200000000000001;8.5
15.25;8.5
15.3;8.5
15.3;8.55
15.350000000000001;8.55
15.4;8.55
15.450000000000001;8.55
15.450000000000001;8.6
15.5;8.6
15.55;8.6
15.55;8.65
15.600000000000001;8.65
15.65;8.65
15.65;8.700000000000001
15.700000000000001;8.700000000000001
15.75;8.700000000000001
15.8;8.700000000000001
15.8;8.75
15.850000000000001;8.75
15.9;8.75
15.9;8.8
15.950000000000001;8.8
16.0;8.8
16.0;8.85
16.05;8.85
16.1;8.85
16.1;8.9
16.150000000000002;8.9
16.2;8.9
16.25;8.9
16.25;8.950000000000001
16.3;8.950000000000001
16.35;8.950000000000001
16.35;9.0
16.400000000000002;9.0
16.45;9.0
16.45;9.05
16.5;9.05
16.55;9.05
16.55;9.1
16.6;9.1
16.650000000000002;9.1
16.7;9.1
16.7;9.15
16.75;9.15
16.8;9.15
16.8;9.200000000000001
16.85;9.200000000000001
16.900000000000002;9.200000000000001
16.900000000000002;9.25
16.95;9.25
17.0;9.25
17.0;9.3
17.05;9.3
17.1;9.3
17.1;9.35
17.150000000000002;9.35
17.2;9.35
17.25;9.35
17.25;9.4
17.3;9.4
17.35;9.4
17.35;9.450000000000001
17.400000000000002;9.450000000000001
17.45;9.450000000000001
17.45;9.5
17.5;9.5
17.55;9.5
17.55;9.55
17.6;9.55
17.650000000000002;9.55
17.650000000000002;9.600000000000001
17.7;9.600000000000001
17.75;9.600000000000001
17.75;9.65
17.8;9.65
17.85;9.65
17.900000000000002;9.65
17.900000000000002;9.700000000000001
17.95;9.700000000000001
18.0;9.700000000000001
18.0;9.75
18.05;9.75
18.1;9.75
18.1;9.8
18.150000000000002;9.8
18.2;9.8
18.2;9.850000000000001
18.25;9.850000000000001
18.3;9.850000000000001
18.3;9.9
18.35;9.9
18.400000000000002;9.9
18.400000000000002;9.950000000000001
18.45;9.950000000000001
18.5;9.950000000000001
18.55;9.950000000000001
18.55;10.0
18.6;10.0
18.650000000000002;10.0
18.650000000000002;10.05
18.7;10.05
18.75;10.05
18.75;10.100000000000001
18.8;10.100000000000001
18.85;10.100000000000001
18.85;10.15
18.900000000000002;10.15
18.95;10.15
18.95;10.200000000000001
19.0;10.200000000000001
19.05;10.200000000000001
19.05;10.25
19.1;10.25
19.150000000000002;10.25
19.200000000000003;10.25
19.200000000000003;10.3
19.25;10.3
19.3;10.3
19.3;10.350000000000001
19.35;10.350000000000001
19.400000000000002;10.350000000000001
19.400000000000002;10.4
19.450000000000003;10.4
19.5;10.4
19.5;10.450000000000001
19.55;10.450000000000001
19.6;10.450000000000001
19.6;10.5
19.650000000000002;10.5
19.700000000000003;10.5
19.700000000000003;10.55
19.75;10.55
19.8;10.55
19.85;10.55
19.85;10.600000000000001
19.900000000000002;10.600000000000001
19.950000000000003;10.600000000000001
19.950000000000003;10.65
20.0;10.65
20.05;10.65
20.05;10.700000000000001
20.1;10.700000000000001
20.150000000000002;10.700000000000001
20.150000000000002;10.75
20.200000000000003;10.75
20.25;10.75
20.3;10.75
20.3;10.8
20.35;10.8
20.400000000000002;10.8
20.400000000000002;10.850000000000001
20.450000000000003;10.850000000000001
20.5;10.850000000000001
20.5;10.9
20.55;10.9
20.6;10.9
20.6;10.950000000000001
20.650000000000002;10.950000000000001
20.700000000000003;10.950000000000001
20.75;10.950000000000001
20.75;11.0
20.8;11.0
20.85;11.0
20.85;11.05
20.900000000000002;11.05
20.950000000000003;11.05
20.950000000000003;11.100000000000001
21.0;11.100000000000001
21.05;11.100000000000001
21.1;11.100000000000001
21.1;11.15
21.150000000000002;11.15
21.200000000000003;11.15
21.200000000000003;11.200000000000001
21.25;11.200000000000001
21.3;11.200000000000001
21.3;11.25
21.35;11.25
21.400000000000002;11.25
21.450000000000003;11.25
21.450000000000003;11.3
21.5;11.3
21.55;11.3
21.55;11.350000000000001
21.6;11.350000000000001
21.650000000000002;11.350000000000001
21.650000000000002;11.4
21.700000000000003;11.4
21.75;11.4
21.8;11.4
21.8;11.450000000000001
21.85;11.450000000000001
21.900000000000002;11.450000000000001
21.900000000000002;11.5
21.950000000000003;11.5
22.0;11.5
22.05;11.5
22.05;11.55
22.1;11.55
22.150000000000002;11.55
22.150000000000002;11.600000000000001
22.200000000000003;11.600000000000001
22.25;11.600000000000001
22.3;11.600000000000001
22.3;11.65
22.35;11.65
22.400000000000002;11.65
22.400000000000002;11.700000000000001
22.450000000000003;11.700000000000001
22.5;11.700000000000001
22.55;11.700000000000001
22.55;11.75
22.6;11.75
22.650000000000002;11.75
22.700000000000003;11.75
22.700000000000003;11.8
22.75;11.8
22.8;11.8
22.8;11.850000000000001
22.85;11.850000000000001
22.900000000000002;11.850000000000001
22.950000000000003;11.850000000000001
22.950000000000003;11.9
23.0;11.9
23.05;11.9
23.1;11.9
23.1;11.950000000000001
23.150000000000002;11.950000000000001
23.200000000000003;11.950000000000001
23.25;11.950000000000001
23.25;12.0
23.3;12.0
23.35;12.0
23.400000000000002;12.0
23.400000000000002;12.05
23.450000000000003;12.05
23.5;12.05
23.55;12.05
23.55;12.100000000000001
23.6;12.100000000000001
23.650000000000002;12.100000000000001
23.700000000000003;12.100000000000001
23.700000000000003;12.15
23.75;12.15
23.8;12.15
23.85;12.15
23.85;12.200000000000001
23.900000000000002;12.200000000000001
23.950000000000003;12.200000000000001
24.0;12.200000000000001
24.0;12.25
24.05;12.25
24.1;12.25
24.150000000000002;12.25
24.150000000000002;12.3
24.200000000000003;12.3
24.25;12.3
24.3;12.3
24.35;12.3
24.35;12.350000000000001
24.400000000000002;12.350000000000001
24.450000000000003;12.350000000000001
24.5;12.350000000000001
24.5;12.4
24.55;12.4
24.6;12.4
24.650000000000002;12.4
24.700000000000003;12.4
24.700000000000003;12.450000000000001
24.75;12.450000000000001
24.8;12.450000000000001
24.85;12.450000000000001
24.900000000000002;12.450000000000001
24.900000000000002;12.5
24.950000000000003;12.5
25.0;12.5
25.05;12.5
25.1;12.5
25.1;12.55
25.150000000000002;12.55
25.200000000000003;12.55
25.25;12.55
25.3;12.55
25.35;12.55
25.35;12.600000000000001
25.400000000000002;12.600000000000001
25.450000000000003;12.600000000000001
25.5;12.600000000000001
25.55;12.600000000000001
25.6;12.600000000000001
25.6;12.65
25.650000000000002;12.65
25.700000000000003;12.65
25.75;12.65
25.8;12.65
25.85;12.65
25.85;12.700000000000001
25.900000000000002;12.700000000000001
25.950000000000003;12.700000000000001
26.0;12.700000000000001
26.05;12.700000000000001
26.1;12.700000000000001
26.150000000000002;12.700000000000001
26.200000000000003;12.700000000000001
26.200000000000003;12.75
26.25;12.75
26.3;12.75
26.35;12.75
26.400000000000002;12.75
26.450000000000003;12.75
26.5;12.75
26.55;12.75
26.6;12.75
26.650000000000002;12.75
26.700000000000003;12.75
26.700000000000003;12.8
26.75;12.8
26.8;12.8
26.85;12.8
26.900000000000002;12.8
26.950000000000003;12.8
27.0;12.8
27.05;12.8
27.1;12.8
27.150000000000002;12.8
27.200000000000003;12.8
27.25;12.8
27.3;12.8
27.35;12.8
27.400000000000002;12.8
27.450000000000003;12.8
27.5;12.8
27.55;12.8
27.6;12.8
27.650000000000002;12.8
27.700000000000003;12.8
27.75;12.8
27.75;12.75
27.8;12.75
27.85;12.75
27.900000000000002;12.75
27.950000000000003;12.75
28.0;12.75
28.05;12.75
28.1;12.75
28.150000000000002;12.75
28.200000000000003;12.75
28.200000000000003;12.700000000000001
28.25;12.700000000000001
28.3;12.700000000000001
28.35;12.700000000000001
28.400000000000002;12.700000000000001
28.450000000000003;12.700000000000001
28.450000000000003;12.65
28.5;12.65
28.55;12.65
28.6;12.65
28.650000000000002;12.65
28.650000000000002;12.600000000000001
28.700000000000003;12.600000000000001
28.75;12.600000000000001
28.8;12.600000000000001
28.85;12.600000000000001
28.85;12.55
28.900000000000002;12.55
28.950000000000003;12.55
29.0;12.55
29.0;12.5
29.05;12.5
29.1;12.5
29.150000000000002;12.5
29.150000000000002;12.450000000000001
29.200000000000003;12.450000000000001
29.25;12.450000000000001
29.25;12.4
29.3;12.4
29.35;12.4
29.35;12.350000000000001
29.400000000000002;12.350000000000001
29.450000000000003;12.350000000000001
29.5;12.350000000000001
29.5;12.3
29.55;12.3
29.55;12.25
29.6;12.25
29.650000000000002;12.25
29.650000000000002;12.200000000000001
29.700000000000003;12.200000000000001
29.75;12.200000000000001
29.75;12.15
29.8;12.15
29.85;12.15
29.85;12.100000000000001
29.900000000000002;12.100000000000001
29.900000000000002;12.05
29.950000000000003;12.05
30.0;12.05
30.0;12.0
30.05;12.0
30.05;11.950000000000001
30.1;11.950000000000001
30.1;11.9
30.150000000000002;11.9
30.200000000000003;11.9
30.200000000000003;11.850000000000001
30.25;11.850000000000001
30.25;11.8
30.3;11.8
30.3;11.75
30.35;11.75
30.35;11.700000000000001
30.400000000000002;11.700000000000001
30.400000000000002;11.65
30.450000000000003;11.65
30.450000000000003;11.600000000000001
30.5;11.600000000000001
30.5;11.55
30.55;11.55
30.55;11.5
30.6;11.5
30.6;11.450000000000001
30.650000000000002;11.450000000000001
30.650000000000002;11.4
30.700000000000003;11.4
30.700000000000003;11.350000000000001
30.700000000000003;11.3
30.75;11.3
30.75;11.25
30.8;11.25
30.8;11.200000000000001
30.8;11.15
30.85;11.15
30.85;11.100000000000001
30.900000000000002;11.100000000000001
30.900000000000002;11.05
30.900000000000002;11.0
30.950000000000003;11.0
30.950000000000003;10.950000000000001
31.0;10.950000000000001
31.0;10.9
31.0;10.850000000000001
31.05;10.850000000000001
31.05;10.8
31.05;10.75
31.1;10.75
31.1;10.700000000000001
31.1;10.65
31.1;10.600000000000001
31.150000000000002;10.600000000000001
31.150000000000002;10.55
31.150000000000002;10.5
31.200000000000003;10.5
31.200000000000003;10.450000000000001
31.200000000000003;10.4
31.200000000000003;10.350000000000001
31.25;10.350000000000001
31.25;10.3
31.25;10.25
31.25;10.200000000000001
31.3;10.200000000000001
31.3;10.15
31.3;10.100000000000001
31.3;10.05
31.3;10.0
31.3;9.950000000000001
31.35;9.950000000000001
31.35;9.9
31.35;9.850000000000001
31.35;9.8
31.35;9.75
31.35;9.700000000000001
31.35;9.65
31.35;9.600000000000001
31.400000000000002;9.600000000000001
31.400000000000002;9.55
31.400000000000002;9.5
31.400000000000002;9.450000000000001
31.400000000000002;9.4
31.400000000000002;9.35
31.400000000000002;9.3
31.400000000000002;9.25
31.400000000000002;9.200000000000001
31.400000000000002;9.15
31.400000000000002;9.1
31.400000000000002;9.05
31.400000000000002;9.0
31.35;9.0
31.35;8.950000000000001
31.35;8.9
31.35;8.85
31.35;8.8
31.35;8.75
31.35;8.700000000000001
31.35;8.65
31.3;8.65
31.3;8.6
31.3;8.55
31.3;8.5
31.3;8.450000000000001
31.3;8.4
31.25;8.4
31.25;8.35
31.25;8.3
31.25;8.25
31.25;8.200000000000001
31.200000000000003;8.200000000000001
31.200000000000003;8.15
31.200000000000003;8.1
31.200000000000003;8.05
31.150000000000002;8.05
31.150000000000002;8.0
31.150000000000002;7.95
31.150000000000002;7.9
31.1;7.9
31.1;7.8500000000000005
31.1;7.800000000000001
31.05;7.800000000000001
31.05;7.75
31.05;7.7
31.05;7.65
31.0;7.65
31.0;7.6000000000000005
31.0;7.550000000000001
30.950000000000003;7.550000000000001
30.950000000000003;7.5
30.950000000000003;7.45
30.900000000000002;7.45
30.900000000000002;7.4
30.900000000000002;7.3500000000000005
30.85;7.3500000000000005
30.85;7.300000000000001
30.85;7.25
30.8;7.25
30.8;7.2
30.8;7.15
30.75;7.15
30.75;7.1000000000000005
30.75;7.050000000000001
30.700000000000003;7.050000000000001
30.700000000000003;7.0
30.650000000000002;7.0
30.650000000000002;6.95
30.650000000000002;6.9
30.6;6.9
30.6;6.8500000000000005
30.55;6.8500000000000005
30.55;6.800000000000001
30.55;6.75
30.5;6.75
30.5;6.7
30.450000000000003;6.7
30.450000000000003;6.65
30.450000000000003;6.6000000000000005
30.400000000000002;6.6000000000000005
30.400000000000002;6.550000000000001
30.35;6.550000000000001
30.35;6.5
30.35;6.45
30.3;6.45
30.3;6.4
30.25;6.4
30.25;6.3500000000000005
30.200000000000003;6.3500000000000005
30.200000000000003;6.300000000000001
30.150000000000002;6.300000000000001
30.150000000000002;6.25
30.150000000000002;6.2
30.1;6.2
30.1;6.15
30.05;6.15
30.05;6.1000000000000005
30.0;6.1000000000000005
30.0;6.050000000000001
29.950000000000003;6.050000000000001
29.950000000000003;6.0
29.900000000000002;6.0
29.900000000000002;5.95
29.85;5.95
29.85;5.9
29.8;5.9
29.8;5.8500000000000005
29.75;5.8500000000000005
29.75;5.800000000000001
29.700000000000003;5.800000000000001
29.700000000000003;5.75
29.700000000000003;5.7
29.650000000000002;5.7
29.6;5.7
29.6;5.65
29.55;5.65
29.55;5.6000000000000005
29.5;5.6000000000000005
29.5;5.550000000000001
29.450000000000003;5.550000000000001
29.450000000000003;5.5
29.400000000000002;5.5
29.400000000000002;5.45
29.35;5.45
29.35;5.4
29.3;5.4
29.3;5.3500000000000005
29.25;5.3500000000000005
29.25;5.300000000000001
29.200000000000003;5.300000000000001
29.200000000000003;5.25
29.150000000000002;5.25
29.150000000000002;5.2
29.1;5.2
29.05;5.2
29.05;5.15
29.0;5.15
29.0;5.1000000000000005
28.950000000000003;5.1000000000000005
28.950000000000003;5.050000000000001
28.900000000000002;5.050000000000001
28.900000000000002;5.0
28.85;5.0
28.8;5.0
28.8;4.95
28.75;4.95
28.75;4.9
28.700000000000003;4.9
28.700000000000003;4.8500000000000005
28.650000000000002;4.8500000000000005
28.650000000000002;4.800000000000001
28.6;4.800000000000001
28.55;4.800000000000001
28.55;4.75
28.5;4.75
28.5;4.7
28.450000000000003;4.7
28.400000000000002;4.7
28.400000000000002;4.65
28.35;4.65
28.35;4.6000000000000005
28.3;4.6000000000000005
28.25;4.6000000000000005
28.25;4.55
28.200000000000003;4.55
28.200000000000003;4.5
28.150000000000002;4.5
28.1;4.5
28.1;4.45
28.05;4.45
28.05;4.4
28.0;4.4
27.950000000000003;4.4
27.950000000000003;4.3500000000000005
27.900000000000002;4.3500000000000005
27.900000000000002;4.3
27.85;4.3
27.8;4.3
27.8;4.25
27.75;4.25
27.700000000000003;4.25
27.700000000000003;4.2
27.650000000000002;4.2
27.650000000000002;4.15
27.6;4.15
27.55;4.15
27.55;4.1000000000000005
27.5;4.1000000000000005
27.450000000000003;4.1000000000000005
27.450000000000003;4.05
27.400000000000002;4.05
27.400000000000002;4.0
27.35;4.0
27.3;4.0
27.3;3.95
27.25;3.95
27.200000000000003;3.95
27.200000000000003;3.9000000000000004
27.150000000000002;3.9000000000000004
27.1;3.9000000000000004
27.1;3.85
27.05;3.85
27.0;3.85
27.0;3.8000000000000003
26.950000000000003;3.8000000000000003
26.900000000000002;3.8000000000000003
26.900000000000002;3.75
26.85;3.75
26.8;3.75
26.8;3.7
26.75;3.7
26.700000000000003;3.7
26.700000000000003;3.6500000000000004
26.650000000000002;3.6500000000000004
26.6;3.6500000000000004
26.6;3.6
26.55;3.6
26.5;3.6
26.5;3.5500000000000003
26.450000000000003;3.5500000000000003
26.400000000000002;3.5500000000000003
26.400000000000002;3.5
26.35;3.5
26.3;3.5
26.3;3.45
26.25;3.45
26.200000000000003;3.45
26.200000000000003;3.4000000000000004
26.150000000000002;3.4000000000000004
26.1;3.4000000000000004
26.05;3.4000000000000004
26.05;3.35
26.0;3.35
25.950000000000003;3.35
25.950000000000003;3.3000000000000003
25.900000000000002;3.3000000000000003
25.85;3.3000000000000003
25.85;3.25
25.8;3.25
25.75;3.25
25.700000000000003;3.25
25.700000000000003;3.2
25.650000000000002;3.2
25.6;3.2
25.6;3.1500000000000004
25.55;3.1500000000000004
25.5;3.1500000000000004
25.450000000000003;3.1500000000000004
25.450000000000003;3.1
25.400000000000002;3.1
25.35;3.1
25.35;3.0500000000000003
25.3;3.0500000000000003
25.25;3.0500000000000003
25.200000000000003;3.0500000000000003
25.200000000000003;3.0
25.150000000000002;3.0
25.1;3.0
25.1;2.95
25.05;2.95
25.0;2.95
24.950000000000003;2.95
24.950000000000003;2.9000000000000004
24.900000000000002;2.9000000000000004
24.85;2.9000000000000004
24.8;2.9000000000000004
24.8;2.85
24.75;2.85
24.700000000000003;2.85
24.650000000000002;2.85
24.650000000000002;2.8000000000000003
24.6;2.8000000000000003
24.55;2.8000000000000003
24.55;2.75
24.5;2.75
24.450000000000003;2.75
24.400000000000002;2.75
24.400000000000002;2.7
24.35;2.7
24.3;2.7
24.25;2.7
24.25;2.6500000000000004
24.200000000000003;2.6500000000000004
24.150000000000002;2.6500000000000004
24.1;2.6500000000000004
24.1;2.6
24.05;2.6
24.0;2.6
23.950000000000003;2.6
23.900000000000002;2.6
23.900000000000002;2.5500000000000003
23.85;2.5500000000000003
23.8;2.5500000000000003
23.75;2.5500000000000003
23.75;2.5
23.700000000000003;2.5
23.650000000000002;2.5
23.6;2.5
23.6;2.45
23.55;2.45
23.5;2.45
23.450000000000003;2.45
23.450000000000003;2.4000000000000004
23.400000000000002;2.4000000000000004
23.35;2.4000000000000004
23.3;2.4000000000000004
23.25;2.4000000000000004
